,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
199886,3wow,A,P68400,6,340,,335,1,335
199993,3wqm,A,P9WJ61,6,301,1,296,1,296
200012,3wqt,A,Q6GHQ0,17,484,,,1,468
200013,3wqt,B,Q6GHQ0,17,484,,,1,468
200014,3wqt,C,Q6GHQ0,17,484,,,1,468
200015,3wqt,D,Q6GHQ0,17,484,,,1,468
200016,3wqu,A,Q6GHQ0,17,484,,,1,468
200017,3wqu,B,Q6GHQ0,17,484,,,1,468
200018,3wqu,C,Q6GHQ0,17,484,,,1,468
200019,3wqu,D,Q6GHQ0,17,484,,,1,468
200053,3wrb,A,A0ACD6B9C2,1,418,,,1,418
200054,3wrb,B,A0ACD6B9C2,1,418,,,1,418
200062,3wrh,A,P00183,1,415,,414,1,415
200063,3wrh,E,P00183,1,415,,414,1,415
200064,3wri,A,P00183,1,415,,414,1,415
200065,3wri,B,P00183,1,415,,414,1,415
200066,3wrj,A,P00183,1,415,,414,1,415
200067,3wrj,E,P00183,1,415,,414,1,415
200068,3wrk,A,P00183,1,415,,414,1,415
200069,3wrk,D,P00183,1,415,,414,1,415
200070,3wrl,A,P00183,1,415,,414,1,415
200071,3wrl,E,P00183,1,415,,414,1,415
200072,3wrm,A,P00183,1,415,,414,1,415
200073,3wrm,F,P00183,1,415,,414,1,415
200132,3wsa,A,P37268,21,360,,,31,370
200133,3wsa,B,P37268,21,360,,,31,370
200134,3wsa,C,P37268,21,360,,370,31,370
200135,3wsa,D,P37268,21,360,,370,31,370
200136,3wsa,E,P37268,21,360,,370,31,370
200137,3wsa,F,P37268,21,360,,,31,370
200138,3wsb,A,Q4CWB4,22,365,,368,25,368
200139,3wsb,B,Q4CWB4,22,365,,368,25,368
200140,3wsb,C,Q4CWB4,22,365,,368,25,368
200141,3wsb,D,Q4CWB4,22,365,,368,25,368
200144,3wsj,A,Q82134,1,116,1,116,1,116
200145,3wsj,B,Q82134,1,116,1,116,1,116
200155,3wst,A,Q9XW42,9,655,1,,1,647
200156,3wst,B,Q9XW42,9,655,1,,1,647
200157,3wst,C,Q9XW42,9,655,1,,1,647
200158,3wst,D,Q9XW42,9,655,1,,1,647
200159,3wst,E,Q9XW42,9,655,1,,1,647
200160,3wst,F,Q9XW42,9,655,1,,1,647
200161,3wst,G,Q9XW42,9,655,1,,1,647
200162,3wst,H,Q9XW42,9,655,1,,1,647
200163,3wst,I,Q9XW42,9,655,1,,1,647
200164,3wst,J,Q9XW42,9,655,1,,1,647
200165,3wst,K,Q9XW42,9,655,1,,1,647
200166,3wst,L,Q9XW42,9,655,1,,1,647
200167,3wst,M,Q9XW42,9,655,1,,1,647
200168,3wst,N,Q9XW42,9,655,1,,1,647
200169,3wst,O,Q9XW42,9,655,1,,1,647
200170,3wst,P,Q9XW42,9,655,1,,1,647
200171,3wst,Q,Q9XW42,9,655,1,,1,647
200172,3wst,R,Q9XW42,9,655,1,,1,647
200179,3wt0,A,Q8NX33,19,402,,,1,384
200180,3wt0,B,Q8NX33,19,402,,,1,384
200181,3wt0,C,Q8NX33,19,402,,,1,384
200182,3wt0,D,Q8NX33,19,402,,,1,384
200220,3wth,A,P58154,6,214,2,,21,229
200221,3wth,B,P58154,6,214,2,,21,229
200222,3wth,C,P58154,6,214,2,,21,229
200223,3wth,D,P58154,6,214,2,,21,229
200224,3wth,E,P58154,6,214,2,,21,229
200225,3wti,A,P58154,6,214,2,,21,229
200226,3wti,B,P58154,6,214,2,,21,229
200227,3wti,C,P58154,6,214,2,,21,229
200228,3wti,D,P58154,6,214,2,,21,229
200229,3wti,E,P58154,6,214,2,,21,229
200230,3wtj,A,P58154,6,214,2,,21,229
200231,3wtj,B,P58154,6,214,2,,21,229
200232,3wtj,C,P58154,6,214,2,,21,229
200233,3wtj,D,P58154,6,214,2,,21,229
200234,3wtj,E,P58154,6,214,2,,21,229
200235,3wtk,A,P58154,6,214,2,,21,229
200236,3wtk,B,P58154,6,214,2,,21,229
200237,3wtk,C,P58154,6,214,2,,21,229
200238,3wtk,D,P58154,6,214,2,,21,229
200239,3wtk,E,P58154,6,214,2,,21,229
200451,3wv7,A,D9PY12,1,212,,,1,212
200452,3wv7,B,D9PY12,1,212,,,1,212
200453,3wv7,C,D9PY12,1,212,,,1,212
200454,3wv8,A,D9PY12,1,212,,,1,212
200455,3wv8,B,D9PY12,1,212,,,1,212
200456,3wv9,A,D9PY12,1,212,,,1,212
200457,3wv9,B,D9PY12,1,212,,,1,212
200458,3wv9,C,D9PY12,1,212,,,1,212
200459,3wv9,D,D9PY12,1,212,,,1,212
200565,3wwi,A,F7J696,1,330,,330,1,330
200566,3wwi,B,F7J696,1,330,,330,1,330
200567,3wwi,C,F7J696,1,330,,330,1,330
200568,3wwi,D,F7J696,1,330,,330,1,330
200569,3wwi,E,F7J696,1,330,,330,1,330
200570,3wwi,F,F7J696,1,330,,330,1,330
200571,3wwi,G,F7J696,1,330,,330,1,330
200572,3wwi,H,F7J696,1,330,,330,1,330
200573,3wwi,I,F7J696,1,330,,330,1,330
200574,3wwi,J,F7J696,1,330,,330,1,330
200575,3wwi,K,F7J696,1,330,,330,1,330
200576,3wwi,L,F7J696,1,330,,330,1,330
200602,3wwm,A,O50147,1,269,1,269,1,269
200697,3wxo,A,Q31MN3,1,710,11,720,11,720
200739,3wxy,A,Q2U852,21,417,,,1,397
200740,3wxy,B,Q2U852,21,417,,,1,397
200743,3wy0,A,Q2U852,21,417,,,1,397
200744,3wy0,B,Q2U852,21,417,,,1,397
200759,3wy9,A,O59153,1,428,,,1,428
200760,3wy9,B,O59153,1,428,,,1,428
200761,3wy9,C,O57705,1,32,,108,77,108
200762,3wy9,D,O57705,1,32,,108,77,108
200766,3wyc,A,G1UII1,1,326,,326,1,326
200767,3wyc,B,G1UII1,1,326,,326,1,326
200788,3wyf,B,P40517,1,238,,,90,327
200789,3wyf,C,P30822,3,1049,1,,1,1084
200790,3wyf,E,P40517,1,238,,,90,327
200791,3wyf,F,P30822,3,1049,1,,1,1084
200792,3wyg,A,P32835,1,182,,,1,182
200793,3wyg,C,P30822,3,1049,,,1,1084
200794,3wyg,D,P61925,1,76,,,1,76
200811,3wyp,A,P22629,1,127,,,37,163
200812,3wyp,B,P22629,1,127,,,37,163
200813,3wyp,C,P22629,1,127,13,,37,163
200814,3wyp,D,P22629,1,127,,,37,163
200815,3wyq,A,P22629,1,127,13,,37,163
200816,3wyq,B,P22629,1,127,,,37,163
200851,3wze,A,P35968,1,309,,,814,1172
200867,3wzn,A,P22629,3,129,13,,37,163
200868,3wzn,B,P22629,3,129,13,,37,163
200901,3x02,A,P78356,8,393,,416,31,416
200902,3x02,B,P78356,8,393,,416,31,416
200903,3x03,A,P78356,8,393,,416,31,416
200904,3x03,B,P78356,8,393,,416,31,416
200905,3x04,A,P78356,8,393,,416,31,416
200906,3x04,B,P78356,8,393,,416,31,416
200909,3x06,A,P78356,8,393,,416,31,416
200910,3x06,B,P78356,8,393,,,31,416
200917,3x0a,A,P78356,8,393,,416,31,416
200918,3x0a,B,P78356,8,393,,416,31,416
200921,3x0c,A,P78356,8,393,,416,31,416
200922,3x0c,B,P78356,8,393,,416,31,416
200977,3x1d,A,Q9VC57,1,541,,,1,541
201040,3x1w,A,Q62636,1,167,1,167,1,167
201043,3x1z,A,Q62636,1,167,1,167,1,167
201044,3x1z,B,Q62636,1,167,1,167,1,167
201047,3x21,A,P38489,21,237,1,217,1,217
201048,3x21,B,P38489,21,237,1,217,1,217
201049,3x21,C,P38489,21,237,1,217,1,217
201050,3x21,D,P38489,21,237,1,217,1,217
201051,3x21,E,P38489,21,237,1,217,1,217
201052,3x21,F,P38489,21,237,1,217,1,217
201053,3x21,G,P38489,21,237,1,217,1,217
201054,3x21,H,P38489,21,237,1,217,1,217
201055,3x21,I,P38489,21,237,1,217,1,217
201056,3x21,J,P38489,21,237,1,217,1,217
201057,3x22,A,P38489,21,237,1,217,1,217
201058,3x22,B,P38489,21,237,1,217,1,217
201077,3x2e,A,O51933,3,405,3,,2,404
201078,3x2e,B,O51933,3,405,3,,2,404
201079,3x2e,C,O51933,3,405,3,,2,404
201080,3x2e,D,O51933,3,405,3,,2,404
201081,3x2f,A,O51933,3,405,3,405,2,404
201082,3x2f,B,O51933,3,405,3,405,2,404
201132,3x2u,A,P05132,7,357,,350,1,351
201133,3x2u,S,P61925,1,20,605,624,6,25
201134,3x2v,A,P05132,7,357,,350,1,351
201135,3x2v,S,P61925,1,20,605,624,6,25
201136,3x2w,A,P05132,7,357,,350,1,351
201137,3x2w,S,P61925,1,20,605,624,6,25
201187,3x3x,A,P46881,1,620,9,628,9,628
201188,3x3x,B,P46881,1,620,9,628,9,628
201221,3ypi,A,P00942,1,247,2,248,2,248
201222,3ypi,B,P00942,1,247,2,248,2,248
201298,3zbn,A,E9AW84,17,457,,441,1,441
201299,3zbn,B,E9AW84,17,457,,441,1,441
201300,3zbn,C,E9AW84,17,457,,441,1,441
201301,3zbn,D,E9AW84,17,457,,441,1,441
201306,3zbr,A,P16330,2,221,,378,179,398
201307,3zbr,B,P16330,2,221,,378,179,398
201308,3zbs,A,P16330,2,221,,378,179,398
201309,3zbt,A,P21890,1,303,,303,138,440
201314,3zbx,A,P08581,2,299,,,1051,1348
201321,3zbz,A,P16330,2,221,,378,179,398
201342,3zc3,A,P21890,1,303,,303,138,440
201343,3zc3,B,P21890,1,303,,303,138,440
201353,3zc5,A,P08581,2,299,,,1051,1348
201354,3zc6,A,P52333,1,288,,1100,813,1100
201355,3zc6,B,P52333,1,288,813,1100,813,1100
201356,3zc6,C,P52333,1,288,,1100,813,1100
201357,3zc6,D,P52333,1,288,,1100,813,1100
201362,3zcb,A,E6Z0R3,1,198,,,1,198
201363,3zcb,B,E6Z0R4,1,62,1,62,1,62
201384,3zcm,A,P12497,11,167,,,1203,1359
201385,3zcm,B,P12497,11,167,,,1203,1359
201386,3zcn,A,Q8E9K5,8,378,2,,2,372
201387,3zcn,B,Q8E9K5,8,378,2,,2,372
201392,3zcs,A,P00489,1,843,,,1,843
201396,3zcw,A,P52732,1,348,,363,16,363
201397,3zcx,A,Q8DIW5,18,354,1,337,1,337
201398,3zcx,B,Q8DIW5,18,354,1,,1,337
201419,3zdf,A,Q8DIW5,18,354,1,337,1,337
201420,3zdf,B,Q8DIW5,18,354,1,337,1,337
201421,3zdf,C,Q8DHX3,1,23,,75,53,75
201422,3zdf,D,Q8DHX3,1,23,53,75,53,75
201423,3zdg,A,P58154,1,210,1,,20,229
201424,3zdg,B,P58154,1,210,1,,20,229
201425,3zdg,C,P58154,1,210,1,,20,229
201426,3zdg,D,P58154,1,210,1,,20,229
201427,3zdg,E,P58154,1,210,1,,20,229
201428,3zdg,F,P58154,1,210,1,,20,229
201429,3zdg,G,P58154,1,210,1,,20,229
201430,3zdg,H,P58154,1,210,1,,20,229
201431,3zdg,I,P58154,1,210,1,,20,229
201432,3zdg,J,P58154,1,210,1,,20,229
201433,3zdg,K,P58154,1,210,1,,20,229
201434,3zdg,L,P58154,1,210,1,,20,229
201435,3zdg,M,P58154,1,210,1,,20,229
201436,3zdg,N,P58154,1,210,1,,20,229
201437,3zdg,O,P58154,1,210,1,,20,229
201438,3zdg,P,P58154,1,210,1,,20,229
201439,3zdg,Q,P58154,1,210,1,,20,229
201440,3zdg,R,P58154,1,210,1,,20,229
201441,3zdg,S,P58154,1,210,1,,20,229
201442,3zdg,T,P58154,1,210,1,,20,229
201443,3zdh,A,P58154,1,210,1,,20,229
201444,3zdh,B,P58154,1,210,1,,20,229
201445,3zdh,C,P58154,1,210,1,,20,229
201446,3zdh,D,P58154,1,210,1,,20,229
201447,3zdh,E,P58154,1,210,1,,20,229
201448,3zdh,F,P58154,1,210,1,,20,229
201449,3zdh,G,P58154,1,210,1,,20,229
201450,3zdh,H,P58154,1,210,1,,20,229
201451,3zdh,I,P58154,1,210,1,,20,229
201452,3zdh,J,P58154,1,210,1,,20,229
201453,3zdi,A,P49841,1,350,,384,35,384
201454,3zdi,B,O15169,1,18,,438,383,400
201463,3zdn,A,P46882,1,495,1,,1,495
201464,3zdn,B,P46882,1,495,1,,1,495
201465,3zdn,C,P46882,1,495,1,,1,495
201466,3zdn,D,P46882,1,495,1,,1,495
201493,3zdu,A,Q8IVW4,2,325,1,,1,324
201539,3ze8,A,Q72AS4,1,283,,283,35,317
201540,3ze8,B,Q72AS3,1,484,,495,12,495
201546,3zec,A,Q8E9K5,8,378,2,,2,372
201547,3zec,B,Q8E9K5,8,378,2,,2,372
201560,3zei,A,P9WP55,1,310,1,,1,310
201563,3zep,A,P52333,1,288,,,813,1100
201564,3zep,B,P52333,1,288,,1100,813,1100
201565,3zep,C,P52333,1,288,,1100,813,1100
201566,3zep,D,P52333,1,288,,,813,1100
201577,3zew,A,P54760,4,298,,,598,892
201578,3zew,B,P54760,4,298,,,598,892
201591,3zfd,A,P33174,1,344,,344,1,344
201652,3zg2,A,Q7Z1V1,1,454,28,,28,481
201653,3zg3,A,Q7Z1V1,1,454,,,28,481
201657,3zg6,A,Q8N6T7,1,296,,294,1,296
201658,3zg6,F,P68431,1,10,4,13,5,14
201676,3zgf,A,P16442,8,298,64,354,64,354
201677,3zgf,B,P16442,8,298,,,64,354
201686,3zgl,A,P62623,17,332,1,,1,316
201687,3zgl,B,P62623,17,332,1,,1,316
201688,3zgn,A,P62623,17,332,1,,1,316
201689,3zgn,B,P62623,17,332,1,,1,316
201707,3zgz,A,P07813,21,880,1,860,1,860
201708,3zgz,D,P07813,21,880,1,860,1,860
201720,3zh8,A,P41743,1,349,239,,248,596
201721,3zh8,B,P41743,1,349,239,,248,596
201722,3zh8,C,P41743,1,349,239,,248,596
201732,3zhb,A,Q1EQE0,1,309,,,1,309
201733,3zhb,B,Q1EQE0,1,309,,,1,309
201734,3zhb,C,Q1EQE0,1,309,,,1,309
201735,3zhb,D,Q1EQE0,1,309,,,1,309
201760,3zho,A,P0A8G6,1,197,1,197,2,198
201761,3zho,B,P0A8G6,1,197,1,197,2,198
201766,3zhq,A,A0R2B1,2,868,,1227,361,1227
201767,3zhq,B,A0R2B1,2,868,,1227,361,1227
201768,3zhq,C,A0R2B1,2,868,,1227,361,1227
201769,3zhq,D,A0R2B1,2,868,,1227,361,1227
201770,3zhr,A,A0R2B1,2,868,,1227,361,1227
201771,3zhr,B,A0R2B1,2,868,,1227,361,1227
201772,3zhr,C,A0R2B1,2,868,,1227,361,1227
201773,3zhr,D,A0R2B1,2,868,,1227,361,1227
201774,3zhs,A,A0R2B1,2,868,,1227,361,1227
201775,3zhs,B,A0R2B1,2,868,,1227,361,1227
201776,3zhs,C,A0R2B1,2,868,,1227,361,1227
201777,3zhs,D,A0R2B1,2,868,,1227,361,1227
201778,3zht,A,A0R2B1,2,868,,1227,361,1227
201779,3zht,B,A0R2B1,2,868,,1227,361,1227
201780,3zht,C,A0R2B1,2,868,,1227,361,1227
201781,3zht,D,A0R2B1,2,868,,1227,361,1227
201782,3zhu,A,A0R2B1,2,868,361,1227,361,1227
201783,3zhu,B,A0R2B1,2,868,,1227,361,1227
201784,3zhu,C,A0R2B1,2,868,,1227,361,1227
201785,3zhu,D,A0R2B1,2,868,361,1227,361,1227
201786,3zhv,A,A0R2B1,2,868,,1227,361,1227
201787,3zhv,B,A0R2B1,2,868,,1227,361,1227
201788,3zhv,C,A0R2B1,2,868,,1227,361,1227
201789,3zhv,D,A0R2B1,2,868,,1227,361,1227
201792,3zhx,A,P9WNS1,10,397,,389,2,389
201793,3zhx,B,P9WNS1,10,397,,389,2,389
201794,3zhy,A,P9WNS1,10,397,,,2,389
201795,3zhy,B,P9WNS1,10,397,,,2,389
201796,3zhz,A,P9WNS1,10,397,,389,2,389
201797,3zhz,B,P9WNS1,10,397,,389,2,389
201809,3zia,A,P07251,1,510,,,36,545
201810,3zia,B,P07251,1,510,,,36,545
201811,3zia,C,P07251,1,510,,,36,545
201812,3zia,D,P00830,1,478,,,34,511
201813,3zia,E,P00830,1,478,,,34,511
201814,3zia,F,P00830,1,478,,,34,511
201815,3zia,G,P38077,1,278,1,,34,311
201816,3zia,H,Q12165,1,138,,,23,160
201817,3zia,I,P21306,1,61,1,61,2,62
201818,3zia,J,P01097,1,63,1,,23,85
201819,3zia,K,P07251,1,510,,,36,545
201820,3zia,L,P07251,1,510,,,36,545
201821,3zia,M,P07251,1,510,,,36,545
201822,3zia,N,P00830,1,478,,,34,511
201823,3zia,O,P00830,1,478,,,34,511
201824,3zia,P,P00830,1,478,,,34,511
201825,3zia,Q,P38077,1,278,1,,34,311
201826,3zia,R,Q12165,1,138,,,23,160
201827,3zia,S,P21306,1,61,1,61,2,62
201828,3zia,T,P01097,1,63,1,,23,85
201829,3zid,A,A0B5R2,1,367,1,367,1,367
201830,3zid,B,A0B5R2,1,367,1,367,1,367
201874,3ziu,A,Q6KHA5,8,637,8,637,1,630
201875,3ziu,B,Q6KHA5,8,637,8,,1,630
201890,3zj0,A,Q2CEE2,1,206,,,1,206
201901,3zj6,A,Q9SPP9,1,540,,,1,540
201902,3zj6,B,Q9SPP9,1,540,,,1,540
201903,3zj7,A,Q8GU20,1,532,,,1,532
201904,3zj7,B,Q8GU20,1,532,,,1,532
202020,3zk5,A,O87605,21,436,,,1,416
202021,3zk5,B,O87605,21,436,,,1,416
202022,3zk6,A,Q07817,5,173,,,1,209
202023,3zk6,B,Q07817,5,173,,,1,209
202032,3zkb,A,P9WG45,6,432,,,1,427
202033,3zkb,B,P9WG45,6,432,,,1,427
202034,3zkb,C,P9WG45,6,432,,,1,427
202035,3zkb,D,P9WG45,6,432,,,1,427
202036,3zkb,E,P9WG45,6,432,,,1,427
202037,3zkb,F,P9WG45,6,432,,,1,427
202038,3zkb,G,P9WG45,6,432,,,1,427
202039,3zkb,H,P9WG45,6,432,,,1,427
202040,3zkb,I,P9WG45,6,432,,,1,427
202041,3zkb,J,P9WG45,6,432,,,1,427
202042,3zkb,K,P9WG45,6,432,,,1,427
202043,3zkb,L,P9WG45,6,432,,,1,427
202044,3zkb,M,P9WG45,6,432,,,1,427
202045,3zkb,N,P9WG45,6,432,,,1,427
202046,3zkb,O,P9WG45,6,432,,,1,427
202047,3zkb,P,P9WG45,6,432,,,1,427
202050,3zkd,A,P9WG45,6,432,,,1,427
202051,3zkd,B,P9WG45,6,432,,,1,427
202052,3zkd,C,P9WG45,6,432,,,1,427
202053,3zkd,D,P9WG45,6,432,,,1,427
202054,3zkd,E,P9WG45,6,432,,,1,427
202055,3zkd,F,P9WG45,6,432,,,1,427
202056,3zkd,G,P9WG45,6,432,,,1,427
202057,3zkd,H,P9WG45,6,432,,,1,427
202084,3zki,A,Q9Y5Z0,1,386,,,75,460
202085,3zki,B,Q9Y5Z0,1,386,,,75,460
202094,3zkn,A,Q9Y5Z0,1,386,,,75,460
202095,3zkn,B,Q9Y5Z0,1,386,,,75,460
202099,3zkp,A,P48635,15,411,,411,1,397
202121,3zks,A,Q9Y5Z0,1,386,13,,75,460
202123,3zku,A,P05326,1,331,,,1,331
202129,3zky,A,P05326,1,331,,331,1,331
202148,3zl6,A,Q9HWY4,2,296,1,,1,295
202149,3zl6,B,Q9HWY4,2,296,1,,1,295
202151,3zl8,A,Q9WY78,1,426,1,426,1,426
202207,3zlm,A,Q7DDR9,8,188,,,11,191
202208,3zln,A,Q07817,5,173,1,,1,209
202209,3zlo,A,Q07817,5,173,,,1,209
202250,3zlq,A,Q9Y5Z0,1,386,,,75,460
202251,3zlq,B,Q9Y5Z0,1,386,,,75,460
202254,3zls,A,Q02750,2,348,,,37,383
202259,3zlv,A,P21836,1,543,1,,32,574
202260,3zlv,B,P21836,1,543,1,,32,574
202261,3zlw,A,Q02750,2,348,,,37,383
202262,3zlx,A,Q02750,2,348,,,37,383
202263,3zly,A,Q02750,2,348,,,37,383
202270,3zm4,A,Q02750,2,348,,,37,383
202271,3zm5,A,Q8DNV6,1,457,1,,1,457
202272,3zm6,A,Q8DNV6,1,457,1,,1,457
202280,3zm9,A,P35790,1,383,,457,75,457
202281,3zm9,B,P35790,1,383,,457,75,457
202286,3zmd,A,Q9L2B5,21,178,,,1,158
202287,3zmd,B,Q9L2B5,21,178,,,1,158
202288,3zmd,C,Q9L2B5,21,178,,,1,158
202289,3zmd,D,Q9L2B5,21,178,,,1,158
202290,3zme,A,P04637,1,219,,,94,312
202291,3zme,B,P04637,1,219,,,94,312
202298,3zmg,A,P56817,1,409,,,46,454
202308,3zmm,A,O60674,1,298,,,835,1132
202309,3zmm,B,O60674,1,298,,,835,1132
202363,3znc,A,Q64444,1,258,5,261,22,279
202449,3zno,A,P14920,1,347,1,,1,347
202450,3zno,B,P14920,1,347,1,,1,347
202451,3znp,A,P14920,1,347,1,,1,347
202452,3znp,B,P14920,1,347,1,,1,347
202453,3znq,A,P14920,1,347,1,,1,347
202454,3znq,B,P14920,1,347,1,,1,347
202455,3znr,A,Q8WUI4,2,423,,,482,903
202456,3znr,B,Q8WUI4,2,423,,,482,903
202457,3znr,C,Q8WUI4,2,423,,,482,903
202458,3zns,A,Q8WUI4,2,423,,,482,903
202459,3zns,B,Q8WUI4,2,423,,,482,903
202460,3zns,C,Q8WUI4,2,423,,,482,903
202479,3zo1,A,P00517,1,351,,350,1,351
202480,3zo1,I,Q3SX13,1,18,5,22,6,23
202485,3zo4,A,P00517,1,351,,350,1,351
202486,3zo4,I,Q3SX13,1,20,5,24,6,25
202502,3zo7,A,Q8G9L0,1,94,1,,1,94
202503,3zo7,B,Q8G9L0,1,94,1,94,1,94
202504,3zo7,C,Q8G9L0,1,94,1,94,1,94
202505,3zo7,D,Q8G9L0,1,94,1,,1,94
202506,3zo7,E,Q8G9L0,1,94,1,,1,94
202507,3zo7,F,Q8G9L0,1,94,1,,1,94
202508,3zo7,G,Q8G9L0,1,94,1,94,1,94
202509,3zo7,H,Q8G9L0,1,94,1,,1,94
202510,3zo7,I,Q8G9L0,1,94,1,,1,94
202511,3zo7,J,Q8G9L0,1,94,1,,1,94
202525,3zoe,A,Q72HI0,1,178,1,178,1,178
202526,3zoe,B,Q72HI0,1,178,1,178,1,178
202534,3zoi,A,P05326,1,331,,331,1,331
202536,3zok,A,U3KRF2,2,378,,377,69,445
202537,3zok,B,U3KRF2,2,378,,377,69,445
202538,3zok,C,U3KRF2,2,378,,377,69,445
202539,3zok,D,U3KRF2,2,378,,377,69,445
202544,3zon,A,P29597,3,335,,,541,873
202559,3zos,A,Q08345,3,315,,913,601,913
202560,3zos,B,Q08345,3,315,601,913,601,913
202564,3zov,A,P56817,1,409,,,46,454
202591,3zoz,A,P00558,1,417,,417,1,417
202600,3zp4,A,P19080,1,127,1,,1,127
202601,3zp4,B,P19080,1,127,1,,1,127
202602,3zp4,C,P19080,1,127,1,,1,127
202603,3zp4,D,P19080,1,127,1,,1,127
202604,3zp4,E,P19080,1,127,1,,1,127
202605,3zp4,F,P19080,1,127,1,,1,127
202658,3zpo,A,O14607,2,471,,,878,1347
202659,3zpo,B,O14607,2,471,,,878,1347
202661,3zpq,A,P07700,3,310,33,,33,368
202662,3zpq,B,P07700,3,310,33,,33,368
202663,3zpr,A,P07700,3,310,33,,33,368
202664,3zpr,B,P07700,3,310,33,,33,368
202665,3zps,A,P03366,1,99,1,99,501,599
202666,3zps,B,P03366,1,99,101,199,501,599
202667,3zpt,A,P03366,1,99,1,99,501,599
202668,3zpt,B,P03366,1,99,101,199,501,599
202669,3zpu,A,P03366,1,99,1,99,501,599
202670,3zpu,B,P03366,1,99,101,199,501,599
202787,3zqa,A,Q9HTJ1,1,490,,490,1,490
202788,3zqa,B,Q9HTJ1,1,490,,490,1,490
202789,3zqa,C,Q9HTJ1,1,490,,490,1,490
202790,3zqa,D,Q9HTJ1,1,490,,490,1,490
202891,3zqr,A,P01308,1,21,1,21,90,110
202892,3zqr,B,P01308,1,30,1,,25,54
202893,3zqr,C,P01308,1,21,1,21,90,110
202894,3zqr,D,P01308,1,30,1,,25,54
202895,3zqr,E,P01308,1,21,1,21,90,110
202896,3zqr,F,P01308,1,30,1,,25,54
202897,3zqr,G,P01308,1,21,1,21,90,110
202898,3zqr,H,P01308,1,30,,,25,54
202899,3zqr,I,P01308,1,21,1,21,90,110
202900,3zqr,J,P01308,1,30,,,25,54
202901,3zqr,K,P01308,1,21,1,21,90,110
202902,3zqr,L,P01308,1,30,,,25,54
202905,3zqt,A,P10275,1,256,,919,665,920
202924,3zr7,A,P06401,5,260,,,678,933
202925,3zr7,B,P06401,5,260,,,678,933
202928,3zra,A,P06401,5,260,,,678,933
202929,3zra,B,P06401,5,260,,,678,933
202930,3zrb,A,P06401,5,260,,,678,933
202931,3zrb,B,P06401,5,260,,,678,933
202932,3zrc,A,Q15370,1,118,1,,1,118
202933,3zrc,B,Q15369,2,97,17,112,17,112
202934,3zrc,C,P40337,4,163,,,54,213
202935,3zrc,D,Q15370,1,118,1,,1,118
202936,3zrc,E,Q15369,2,97,17,112,17,112
202937,3zrc,F,P40337,4,163,,,54,213
202938,3zrc,G,Q15370,1,118,1,,1,118
202939,3zrc,H,Q15369,2,97,17,112,17,112
202940,3zrc,I,P40337,4,163,,,54,213
202941,3zrc,J,Q15370,1,118,1,,1,118
202942,3zrc,K,Q15369,2,97,17,112,17,112
202943,3zrc,L,P40337,4,163,,,54,213
202964,3zrk,A,P49841,1,371,,,23,393
202965,3zrk,B,P49841,1,371,,,23,393
202966,3zrk,X,Q92837,3,32,,,197,226
202967,3zrk,Y,Q92837,3,32,,,197,226
202968,3zrl,A,P49841,1,371,,,23,393
202969,3zrl,B,P49841,1,371,,,23,393
202970,3zrl,X,Q92837,3,32,,,197,226
202971,3zrl,Y,Q92837,3,32,,,197,226
202972,3zrm,A,P49841,1,371,,,23,393
202973,3zrm,B,P49841,1,371,,,23,393
202974,3zrm,X,Q92837,3,32,,,197,226
202975,3zrm,Y,Q92837,3,32,,,197,226
202980,3zrr,A,Q97VM5,1,384,,,1,384
202981,3zrr,B,Q97VM5,1,384,,,1,384
203030,3zs1,A,P05164,1,114,,,165,278
203031,3zs1,B,P05164,1,114,,,165,278
203032,3zs1,C,P05164,1,467,113,,279,745
203033,3zs1,D,P05164,1,467,113,,279,745
203048,3zs5,A,Q16539,4,362,2,,2,360
203050,3zs7,A,O15927,1,300,1,,1,300
203069,3zsg,A,Q16539,4,362,,,2,360
203070,3zsh,A,Q16539,4,362,,,2,360
203071,3zsi,A,Q16539,4,362,,,2,360
203076,3zsn,A,Q59523,21,417,,397,1,397
203077,3zsn,B,Q59523,21,417,,397,1,397
203078,3zsn,C,Q59523,21,417,,397,1,397
203081,3zsq,A,P12497,11,167,,,1203,1359
203082,3zsq,B,P12497,11,167,,,1203,1359
203083,3zsr,A,P12497,11,167,,,1203,1359
203084,3zsr,B,P12497,11,167,,,1203,1359
203092,3zsv,A,P12497,11,167,,,1203,1359
203093,3zsv,B,P12497,11,167,,,1203,1359
203094,3zsw,A,P12497,11,167,,,1203,1359
203095,3zsw,B,P12497,11,167,,,1203,1359
203096,3zsx,A,P12497,11,167,,,1203,1359
203097,3zsx,B,P12497,11,167,,,1203,1359
203098,3zsy,A,P12497,11,167,,,1203,1359
203099,3zsy,B,P12497,11,167,,,1203,1359
203100,3zsz,A,P12497,11,167,,,1203,1359
203101,3zsz,B,P12497,11,167,,,1203,1359
203102,3zt0,A,P12497,11,167,,,1203,1359
203103,3zt0,B,P12497,11,167,,,1203,1359
203104,3zt1,A,P12497,11,167,,,1203,1359
203105,3zt1,B,P12497,11,167,,,1203,1359
203106,3zt2,A,P12497,11,167,,,1203,1359
203107,3zt2,B,P12497,11,167,,,1203,1359
203108,3zt3,A,P12497,11,167,,,1203,1359
